[2.585710,2.585710,2.585710,2.585710,2.585710,2.585710,2.585710]
[2.718282,2.718282,2.718282,2.718282,2.718282,2.718282,2.718282]
[2.857651,2.857651,2.857651,2.857651,2.857651,2.857654,2.857651]
[3.004170,3.004166,3.004166,3.004166,3.004166,3.004169,3.004166]
[3.158197,3.158193,3.158193,3.158193,3.158193,3.158196,3.158193]
[3.320121,3.320117,3.320117,3.320117,3.320117,3.320121,3.320117]
[3.490347,3.490343,3.490343,3.490343,3.490343,3.490347,3.490343]
[3.669301,3.669297,3.669297,3.669297,3.669297,3.669301,3.669297]
[3.857430,3.857426,3.857426,3.857426,3.857426,3.857430,3.857426]
[4.055205,4.055200,4.055200,4.055200,4.055200,4.055205,4.055200]
[4.263119,4.263115,4.263115,4.263115,4.263115,4.263119,4.263115]
[4.481694,4.481689,4.481689,4.481689,4.481689,4.481694,4.481689]
[4.711479,4.711470,4.711470,4.711470,4.711470,4.711476,4.711470]
[4.953041,4.953032,4.953032,4.953032,4.953032,4.953038,4.953032]
[5.206989,5.206980,5.206980,5.206980,5.206980,5.206986,5.206980]
[5.473957,5.473947,5.473947,5.473947,5.473947,5.473954,5.473947]
[5.754613,5.754603,5.754603,5.754603,5.754603,5.754609,5.754603]
[6.049658,6.049647,6.049647,6.049647,6.049647,6.049654,6.049647]
[6.359831,6.359820,6.359820,6.359820,6.359820,6.359827,6.359820]
[6.685906,6.685894,6.685894,6.685894,6.685894,6.685902,6.685894]
[7.028700,7.028688,7.028688,7.028688,7.028688,7.028696,7.028688]
[7.389069,7.389056,7.389056,7.389056,7.389056,7.389064,7.389056]
[7.767915,7.767901,7.767901,7.767901,7.767901,7.767910,7.767901]
[8.166184,8.166170,8.166170,8.166170,8.166170,8.166179,8.166170]
[8.584874,8.584858,8.584858,8.584858,8.584858,8.584868,8.584858]
[9.025030,9.025013,9.025013,9.025013,9.025013,9.025024,9.025013]
[9.487753,9.487736,9.487736,9.487736,9.487736,9.487747,9.487736]
[9.974200,9.974182,9.974182,9.974182,9.974182,9.974194,9.974182]
[10.485588,10.485570,10.485570,10.485570,10.485570,10.485582,10.485570]
[11.023196,11.023176,11.023176,11.023176,11.023176,11.023189,11.023176]
[11.588367,11.588347,11.588347,11.588347,11.588347,11.588360,11.588347]
[12.182516,12.182494,12.182494,12.182494,12.182494,12.182508,12.182494]
[12.807127,12.807104,12.807104,12.807104,12.807104,12.807118,12.807104]
[13.463762,13.463738,13.463738,13.463738,13.463738,13.463753,13.463738]
[14.154064,14.154039,14.154039,14.154039,14.154039,14.154055,14.154039]
[14.879758,14.879732,14.879732,14.879732,14.879732,14.879749,14.879736]
[15.642660,15.642632,15.642632,15.642632,15.642632,15.642650,15.642637]
[16.444676,16.444647,16.444647,16.444647,16.444647,16.444665,16.444652]
[17.287813,17.287782,17.287782,17.287782,17.287784,17.287801,17.287787]
[18.174178,18.174145,18.174145,18.174145,18.174148,18.174166,18.174151]
[19.105988,19.105954,19.105954,19.105954,19.105957,19.105975,19.105965]
[20.085573,20.085537,20.085537,20.085537,20.085540,20.085560,20.085548]
